Electricite ,Temperature,Usure ,Pression,Humidite,Echappement,Congestion reseau
420.36,12.32,63.57,1012.88,88.88,464.72,0.6
661.35,18.95,83.15,1018.17,71.85,452.85,0.07
435.71,18.06,83.4,1013.95,62.21,461.27,0.3
416.12,12.22,67.7,1016.81,81.22,474.96,0.67
501.87,18.41,59.3,1006.66,80.55,454.97,0.75
432.89,13.94,71.85,1012.35,88.78,471.64,0.12
361.48,5.99,93,1011.56,91.69,484.82,0.7
450.16,22.79,55.84,1007.31,69.36,448.91,0.6
688.21,25,92.53,1005.35,57.13,437.67,0.15
412.38,14.41,67.67,1009.82,80.43,470.13,0.77
643.67,25.74,93.84,1010.88,70.87,441.9,0.05
654.38,29.01,80.63,1017.62,44.31,442.12,0.17
693.16,19.73,54.44,1012.41,74.12,450.26,0.23
401.17,19.48,94.09,1001.75,55.41,457.16,0.39
693.16,24.45,52.62,1013.38,45.35,446.33,0.62
508.23,21.5,60.19,1008.65,81.68,442.71,0.32
689.53,35.03,51.68,1006.55,43.82,426.22,0.72
697.30,27.22,85.42,1008.89,70.62,440.85,0.23
418.54,13.35,82.19,1015.9,66.04,473.17,0.61
392.99,6.72,88.42,1016.89,90.47,485.89,0.75
536.92,19.05,84.55,1013.22,82.8,455.76,0.26
741.54,29.95,85.4,1011.44,66.32,432.81,0.2
382.99,12.45,84.48,1008.03,61.87,470.59,0.3
435.61,11.22,78.26,1017.24,80.9,473.93,0.28
606.81,17.66,75.62,1017.22,86.96,456.62,0.62
578.93,25.97,73.91,1012.13,47.48,442.73,0.28
570.95,19.15,80.79,1019.95,84.1,456.4,0.63
593.78,23.63,93.53,1017.2,67.68,442.86,0.19
689.53,25.68,76.33,1008.05,68.48,434.89,0.11
707.91,24.85,77.76,1006.56,70.09,439.96,0.43
671.55,26.39,54.62,1012.96,60.35,433.36,0.25
479.04,26.47,55.74,1009.09,54.94,439.4,0.24
689.22,30.24,78.71,1009.68,64.67,426.25,0.63
739.02,32,90.87,1009.92,42.47,433.72,0.6
711.75,24.85,67.67,1006.64,85.37,434.47,0.7
677.41,28.44,64.51,1006.08,50.42,433.15,0.54
726.90,30.4,84.61,1008.42,76.28,430.23,0.06
415.82,15.25,57.96,1016,62.05,468.76,0.42
404.71,7.47,72.56,1015.45,50.3,489.59,0.27
432.89,17.13,86.59,1014.15,73.6,463.09,0.7
458.34,19.13,63.72,1014.72,81.95,459.94,0.63
450.46,16.79,70.66,1014.27,48.08,459.48,0.54
415.82,6.4,67.69,1019.54,85.37,488.82,0.44
452.99,19.12,64.5,1014.66,43.66,463.71,0.63
719.63,23.13,95.04,1002.49,94.59,431.91,0.57
470.96,20.34,94.8,1013.16,79.08,453.62,0.13
700.33,29.79,80.27,1008.82,65.13,434.74,0.34
637.01,25.99,98.99,1012.5,64.81,442.16,0.76
408.65,8.01,72.97,1019.42,76.15,475.42,0.45
630.14,25.06,50.4,1008.09,82.56,438.31,0.08
412.08,11.52,77.5,1024.31,73.49,479.56,0.46
397.64,6.57,54.67,1020.2,77.37,487.94,0.53
543.58,16.29,85.87,1014.97,73.15,459.95,0.41
706.80,29.77,60.87,1013.32,69.6,430.65,0.45
415.51,13.15,59.38,1026.72,80.31,461.49,0.19
454.60,20.03,57.6,1012.73,56.89,460.11,0.6
488.94,20.62,82.19,1007.37,87.51,445.4,0.04
594.08,25.16,93.59,1009.63,72.62,442,0.59
526.01,18.64,57.04,1004.24,99.9,451.3,0.4
658.32,24.01,68.19,1012.57,76.02,437.27,0.53
419.05,10.58,76.87,1020.43,91.9,473.19,0.18
706.39,22.07,77.92,1011.18,80.86,440.09,0.51
637.61,25.44,67.26,1011.74,77.83,441.91,0.54
423.49,10.59,59.66,1017.7,92.91,479.85,0.19
746.19,30.75,80.18,1005.62,57.95,436.97,0.25
643.67,26.26,90.92,1010.45,70.61,442.18,0.16
454.50,10.67,96.71,1022.99,85.91,481.83,0.7
446.52,13.8,53.4,1022.93,83.37,468.97,0.56
722.96,26.38,98.47,1011.02,80.9,434.26,0.15
453.29,16.36,91.07,1018.34,76,468.53,0.2
599.84,22.06,87.88,1015.26,85.04,441.31,0.26
404.00,13.78,70.46,1018.38,68.67,458.74,0.13
603.98,21.75,66.89,1016.65,72.94,453.17,0.02
543.58,16.44,54.17,1015.4,63.16,462.09,0.25
707.20,28.09,93.65,1010.84,51.29,437.83,0.39
412.08,11.45,80.58,1027.74,78.6,476.28,0.28
412.08,8.86,87.36,1028.18,91,483.36,0.71
400.57,8.97,65.84,1021.63,78.94,482.62,0.74
710.64,31.18,68.51,1006.38,56.74,438.46,0.55
424.60,19.55,96.28,1009.99,67.87,466.4,0.64
389.05,16.81,57.07,1018.26,75.21,459.01,0.59
415.51,7.57,90.62,1028.23,87.97,477.8,0.05
395.72,10.84,71.98,1023.64,87.1,474.49,0.22
450.26,20.94,60.04,1016.98,59.65,463.69,0.48
725.69,32.27,64.26,1007.88,56.01,427.56,0.53
652.76,25.06,80.98,1020.66,54.93,446.57,0.25
404.71,6.99,84.23,1014.83,54.36,490.11,0.06
759.82,29.22,92.04,1010.49,48.73,438.57,0.45
621.15,21.02,52.2,1008.52,77.74,448.08,0.3
410.67,14.38,52.85,1016.34,92.37,463.1,0.03
689.93,27.97,53.29,1010.64,55.91,443.34,0.39
453.69,14.8,89.58,1024.06,91.67,464.01,0.76
496.52,27.23,50.83,1004.03,40.8,443.78,0.28
406.73,11.17,67.46,1009.54,74.56,476.18,0.3
494.09,23.28,69.64,1010.23,41.55,449.27,0.02
396.73,14.91,67.3,1014.57,75.23,469.34,0.54
727.00,30.13,95.34,1004.95,63.62,431,0.77
418.14,11.41,94.03,1019.01,78.59,449.5,0.24
410.46,12.72,99.97,1021.11,93.24,475.73,0.45
707.20,28.75,54.95,1010.33,46.55,440.31,0.18
400.36,12.98,74.39,1013.95,74.39,473.54,0.41
432.89,13.65,98.35,1015.41,87.67,471.75,0.15
423.39,8.02,89.13,1029.8,92.05,467.21,0.04
630.64,26.92,79.27,1011.09,70.8,437.99,0.76
519.44,25.08,94.45,1011.8,71.98,446.67,0.29
439.96,8.83,54.66,1014.9,81.55,482.43,0.1
616.30,26.6,88.49,1010.26,66.16,436.19,0.23
674.18,26.5,98.64,1018.48,61.62,431.23,0.05
600.24,22.83,73.89,1005.51,83.93,440.76,0.74
409.56,17.63,52.76,1002.27,73.42,462.13,0.47
720.84,33.37,67.72,1003.75,45.26,432.67,0.33
404.71,6.17,60.46,1013.7,58.99,495.21,0.56
594.08,25.56,61.89,1010.44,70.23,441,0.06
432.89,14.07,95.82,1032.16,71.53,467.47,0.58
603.98,22.18,75.09,1016.77,73.16,453.24,0.07
411.58,11.05,73.78,1016.55,87.08,478.07,0.19
689.53,31.38,58.52,1006.79,52.79,426.67,0.45
755.28,29.78,72.8,1009.28,55.09,436.39,0.16
637.61,27.55,79.92,1012.92,71.29,440.75,0.07
693.57,28.94,90.86,1005.39,75.24,434.65,0.05
451.27,12.79,76.74,1022.51,99.55,465.75,0.6
435.71,8.81,72.2,1012.46,73.99,481.56,0.72
361.48,5.21,85.33,1012.44,94.35,485.17,0.34
689.83,28.73,51.44,1016.53,55.73,434.15,0.25
706.39,23.16,86.66,1004.92,68.68,438.48,0.78
426.02,13.31,86.98,1016,83.94,466.56,0.75
459.65,13.02,87.24,1015.24,80.05,468.46,0.11
547.42,28.48,56.96,1013.14,49.51,440.55,0.36
383.90,16.47,79.77,1022.3,72.29,461.54,0.02
415.82,12.19,96.21,1019.43,65.47,475.64,0.77
755.28,29.11,90.84,1009.6,56.93,438.75,0.51
697.30,31.61,65.7,1008.11,47.96,439.19,0.55
750.73,24.94,99.87,1014.3,75.34,435.21,0.38
661.15,25.57,74.47,1014.81,38.58,444.46,0.65
698.21,27.4,60.02,1001.4,82.47,426.18,0.76
441.07,12.58,85.89,1012.86,94.01,472.65,0.27
593.78,25.39,51.19,1015.85,62.59,441.51,0.4
494.70,24.13,62.77,1014.74,40.13,460.38,0.49
421.17,15.89,73.14,1018.93,82.68,463.33,0.31
587.01,20.12,62.49,1015.47,79.38,453.33,0.36
375.11,10.19,76.65,1012.74,73.48,475.01,0.18
574.19,27.3,59.89,1011.66,36.09,440.01,0.12
756.79,28.44,94.78,1013.88,52,441.52,0.48
698.21,29.87,70.31,1001.08,72.75,426.47,0.19
754.17,26.04,66.56,1016.68,81.2,433.55,0.2
595.40,18.12,56.96,1017.82,86.16,449.28,0.2
705.89,24.75,73.62,1015.29,82.01,438.1,0.55
439.55,17.62,66.63,1021.01,71.52,457.45,0.08
577.62,24.82,64.89,1007.82,71.46,439.91,0.36
689.22,29.05,52.02,1007.88,42.67,433.92,0.23
402.49,13.09,81.23,1012.86,58.42,475.89,0.76
411.88,9,83.6,1025.39,99.22,468.5,0.42
414.50,15.56,67.79,1025.8,64.81,457.11,0.58
621.15,21.5,62.03,1008.43,78.13,447.83,0.17
714.27,21.28,96.33,1010.29,86.22,445.54,0.74
485.41,26.13,80.36,1013.5,47.67,440.99,0.34
411.17,11.02,67.2,1020.3,86.64,469.31,0.44
693.57,28.03,58.71,1005.52,58.16,438.8,0.05
450.76,16.14,88.34,1019.44,47.85,463.5,0.07
739.12,23.55,74.13,1011.85,87.97,437.88,0.25
479.04,23.96,99.34,1008.38,63.55,446.86,0.42
756.19,31.37,70.04,1009.22,56.58,436.16,0.49
645.49,18.53,63.42,1010.26,97.8,440.64,0.15
494.70,24.58,89.37,1014.96,38.75,459.79,0.23
400.26,16.78,88.57,1005.84,87.91,465.97,0.52
687.61,22.67,97.28,1013,66.59,443.79,0.54
411.88,5.15,57.31,1025.34,95.84,483.03,0.39
405.01,14.38,79.44,1015.51,81.23,467.28,0.39
705.89,27.99,88.7,1013.94,51.25,435.79,0.33
422.08,10.1,57.9,1019.36,78.07,474.09,0.74
506.62,19.29,57.54,1010.49,97.78,450.21,0.56
613.58,25.47,66.12,1007.27,65.91,438.42,0.55
705.38,28.55,78.98,1003.38,67.26,432.7,0.31
719.63,30.75,79.45,1000.07,65.47,431.93,0.16
423.39,10.55,56.93,1030,91.23,470.95,0.22
689.53,27.54,83.95,1008.12,56.42,433,0.48
693.57,24.72,58.08,1006.74,79.02,443.06,0.33
729.62,27.7,67.09,1011.02,67.6,434.56,0.34
707.40,27.38,52.37,1011.18,72.26,428.88,0.5
420.36,10.8,91.15,1012.84,93.84,462.84,0.43
698.21,23.32,78.92,1010.75,91.84,435.27,0.79
616.91,25.2,59.51,1013.04,74.28,447.09,0.45
395.52,15.5,62.42,1016.24,78.13,469.52,0.65
624.89,23.55,74.12,1009.65,54.83,443.54,0.39
402.18,14.14,89.94,1012.46,81.15,472.52,0.53
370.77,13.17,74.85,1012.82,72.76,474.93,0.18
587.82,14.73,54.33,1019.45,82.48,458.56,0.46
427.43,11.03,71.57,1017.26,90.56,470.92,0.73
607.01,20.61,93.79,1010.84,80.57,450.46,0.42
749.62,24.73,60.91,1010.15,79.83,436.55,0.02
645.79,22.35,68.42,1010.32,93.02,443.9,0.53
624.79,27.46,57.52,1012.39,66.09,439.72,0.05
418.04,11.64,65.53,1017.36,83.4,479.53,0.03
719.63,27.24,65.29,1000.5,86.28,430.94,0.05
750.83,34.48,87.8,1000.91,42.61,433.94,0.74
580.75,24.29,93.64,1014.85,67.28,449.98,0.44
590.45,18.67,67.84,1016.73,87.7,447.16,0.33
447.83,18.33,95.56,1019.55,51.69,468.8,0.02
506.62,21.19,87.66,1005.81,84.27,450.33,0.32
759.82,28.4,73.26,1011.12,55.01,441.78,0.56
388.24,3.21,87.22,1017.11,84.86,492.93,0.71
697.30,30.36,89.23,1009.6,58.73,436.72,0.04
415.82,15,81.36,1015.57,64.82,468.72,0.39
635.90,22.19,62.71,1019.54,67.96,453.03,0.25
702.05,28.56,59.31,1012.45,46.59,434.35,0.45
528.23,23.85,94.46,1005.9,70.95,441.99,0.54
601.35,21.36,85.79,1007.99,92.62,446.09,0.34
422.08,13.98,68.58,1010.6,83.84,457.12,0.12
453.39,17.44,93.33,1009.9,80.54,457.67,0.4
496.52,26.39,96.92,1005.68,56.18,442.87,0.51
494.09,24.92,79.02,1010.11,36.53,445.56,0.56
401.17,15.14,92.79,1002.96,72.52,460.15,0.28
417.23,5.62,94.33,1001.37,89.16,485.6,0.52
395.52,15.75,75.03,1016.31,77.99,468.87,0.57
410.46,8.04,99.27,1020.64,89.26,477.78,0.34
411.17,7.81,81.02,1023.32,82.08,475.46,0.49
421.57,13.87,96.62,1021.42,64.02,472.12,0.58
494.09,14.42,59.2,1011.76,76.03,461.14,0.19
787.30,29.1,63.3,1010.01,71.48,431.28,0.22
763.56,28.41,75.33,1018.48,56.07,440.28,0.79
733.06,27.27,90.67,1009.25,89.31,428.93,0.49
724.47,24.69,94.86,1010.13,70.54,436.78,0.52
450.16,23.97,72.55,1007.35,62.71,448.17,0.44
580.04,25.09,96.73,1013.2,70.42,446.11,0.48
409.56,11.3,74.71,1005.97,97.99,476.72,0.04
704.07,23.47,73.67,1009.66,88.83,442.23,0.02
574.69,28.13,64.97,1007.17,51.66,436.95,0.55
483.08,14.79,56.04,1007.27,92.04,463.22,0.46
624.89,21.59,80.21,1011.18,57.21,446.58,0.54
474.80,24.38,88.29,1015.17,68.96,454.85,0.44
562.37,29.16,86.87,1004.84,55.68,435.04,0.34
697.30,31.18,91.66,1008.19,49.72,441.26,0.63
707.40,23.64,71.16,1011.09,83.35,435.21,0.27
410.67,15,66.11,1016.28,89.62,456.63,0.5
401.17,8.16,83,1020.54,82.11,480.21,0.77
672.05,23.01,58.31,1009.86,64.53,442.47,0.17
707.40,26.16,52.63,1009.63,73.22,432.56,0.09
598.63,23.46,92.71,1010.6,79.79,445.57,0.36
532.78,16.39,82,1024.42,54.61,459.48,0.71
365.42,11.67,77.79,1016.03,61.44,472.76,0.79
701.45,21.87,84.77,1014.04,71.19,439.97,0.4
405.21,17.23,80.57,1013.52,81.55,456.2,0.01
672.26,28.27,97.54,1007.36,55.99,433.52,0.29
415.82,12.27,78.2,1019.41,58.1,475.13,0.6
494.70,23.6,87.22,1015.41,48.28,448.43,0.24
410.67,11.58,97.61,1017,97.13,466.42,0.06
731.54,28.26,59.37,1006.68,72.3,426.2,0.31
590.45,25.6,51.7,1016.34,66.6,441.88,0.79
410.06,11.74,81.04,1013.91,90.57,473.84,0.17
710.64,28.05,52.09,1006.73,64.42,434.06,0.68
654.38,29.9,74.16,1016.9,48.24,441.41,0.74
496.42,14.77,65.55,1020.56,80.27,467.72,0.66
459.65,12.93,84.2,1015.27,87.27,469.83,0.33
454.60,10.75,60.67,1018.73,93.16,471.47,0.01
683.87,18.64,65.2,1003.84,89.63,442.26,0.77
410.46,10.27,58.28,1020.63,84.6,474.99,0.37
667.11,27.08,79.68,1017.33,54.68,439.47,0.39
419.55,10.59,82.85,1019.94,73.88,477.05,0.45
444.91,22.61,75.75,1005.69,76.74,443.45,0.46
595.40,25.48,95.51,1017.02,51.16,440.42,0.65
518.13,20.86,89.08,1012.03,92.46,449.67,0.4
420.36,10.03,81.35,1014.55,95.61,462.73,0.22
691.95,23.75,79.57,1013.21,76.01,441.61,0.22
441.07,10.36,96.12,1012.16,77.04,478.27,0.63
757.40,23.41,73.9,1007.22,84.55,442.51,0.49
671.75,25.81,62.47,1016.53,62.19,437.57,0.27
578.93,20.79,54.92,1012.47,70.09,446.18,0.79
572.17,19.69,93.11,1020.82,71.54,453.96,0.29
643.98,26.16,54.19,1010.03,68.77,437.24,0.16
389.05,19.94,87.38,1018.4,55.9,450.48,0.37
724.88,30.52,93.76,1006.22,56.4,426.14,0.09
600.24,25,65.17,1007.84,68.91,438.28,0.65
511.67,21.16,82.19,1014.13,72.77,455.86,0.44
738.41,22.89,60.72,1006.66,73.11,440.15,0.77
388.85,6.65,97.16,1014.01,87.6,491.54,0.76
722.96,24.24,81.81,1010.15,91.14,437.75,0.19
672.26,24.42,90.63,1002.04,84.7,434.18,0.59
446.42,13.32,86.76,1020.02,78.78,465.57,0.66
720.84,23.83,82.79,1002.04,64.78,443.29,0.04
691.95,28.79,68.96,1013.02,62.84,432.51,0.11
360.67,14.87,55.84,1015.53,57.7,468.75,0.77
414.20,10.52,64.42,1020.35,93.58,466.75,0.3
618.83,22.49,88.54,1019.6,57.1,448.51,0.02
463.29,4.89,52.24,1007.58,99.35,482.69,0.07
411.88,10.76,55.85,1023.81,87.96,469.97,0.37
595.40,19.11,86.92,1017.07,85.49,449.89,0.52
415.11,17.23,71.65,1002.45,68.88,464.18,0.78
741.34,29.1,79.97,1011.35,57.31,436.85,0.66
400.06,5.98,61.9,1017.27,84.86,482.17,0.31
429.05,21.99,58.53,1011.77,74.04,456.65,0.79
722.96,25.09,80.72,1010.17,86.01,434.51,0.15
702.05,30.35,80.57,1009.95,39.24,430.07,0.66
402.08,7.28,64.22,1017.61,87.56,483,0.63
473.99,21.08,60.62,1014.49,63.33,453.87,0.59
415.72,16.34,77.06,1006.36,75.52,462.56,0.17
726.90,27.59,57.17,1008.64,88.22,437.33,0.76
393.90,15.75,55.31,1015.91,69.58,460.73,0.71
479.04,21.9,77.46,1006.8,60.48,452.13,0.7
672.05,24.57,94.82,1004.44,83.15,432.41,0.64
510.96,19.95,85.79,1016.11,73.23,459.27,0.48
409.56,13.66,64.68,1005.46,96.02,467.7,0.46
620.65,21.73,64.13,1010.27,91.59,442.78,0.74
513.89,15.07,79.73,1014.33,100.12,464.37,0.51
796.59,30.82,50.25,1012.06,70.69,432.01,0.62
705.89,30.69,84.41,1013.9,42.85,431.01,0.73
592.06,21.91,55.18,1015.95,72.87,450.23,0.25
411.78,8.77,87.42,1011.54,89.58,480.56,0.25
532.78,9.57,69.09,1022.32,75.4,470.93,0.53
382.39,14.57,74.92,1022.44,68.82,463.58,0.69
737.60,34.53,99.14,1013.53,36.74,437.03,0.32
578.93,20.86,96.66,1010.24,76.64,446.48,0.25
719.63,22.84,89.36,1001.9,96.45,433.85,0.61
652.76,24.65,83.19,1020.52,53.45,446.04,0.28
679.93,30.15,83.57,1013.83,32.8,436.92,0.33
441.57,17.8,72.44,1008.71,78.5,458.92,0.71
412.18,10.95,98.05,1016.19,77.96,474.36,0.28
501.87,19.4,51.84,1012.89,75.53,455.6,0.75
497.93,26.09,66.14,1003.79,66.19,439.82,0.22
608.32,28.76,71.71,1010.03,58.24,437.42,0.55
714.27,28.91,87.26,1009.7,67.5,439.94,0.29
415.82,12,98.1,1019.48,58.71,474.4,0.13
718.51,25.71,77.07,1010.02,66.39,432.46,0.39
637.21,18.78,79.54,1019.22,80.2,452.86,0.07
604.69,20.73,73.53,1019.08,80.48,445.18,0.31
647.92,22.97,74.63,1021,70.61,450.07,0.49
392.99,13.17,73.22,1016.55,74.47,470.63,0.2
415.72,13.61,79.12,1020.49,75.09,462.67,0.58
687.61,30.34,54.08,1010.85,49.4,428.34,0.1
711.04,31.02,76.67,1006.24,77.86,431.37,0.34
421.57,12.6,68.89,1022.13,67.89,474.23,0.34
496.42,18.81,90.98,1020.79,67.09,459.81,0.29
587.01,20.17,61.33,1015.41,79.47,455.25,0.3
416.73,7.61,89.89,1009.05,97.32,480.68,0.74
580.75,24.55,97.28,1015.36,62.45,447.3,0.66
370.77,12.77,84.6,1013.29,86.4,475.59,0.31
735.89,29.5,86.38,1004.63,52.17,439.43,0.6
416.32,7.26,54.02,1014.86,97.82,488.75,0.43
718.51,15.74,81.52,1019.65,65.94,457.29,0.26
587.82,21.79,93.88,1017.21,66.74,446.94,0.35
398.14,9.18,86.55,1025.41,69.46,473.78,0.78
589.94,20.24,91.59,1013.73,99.59,449.49,0.12
517.02,22.31,69.1,1009.38,79.72,444.74,0.1
395.52,16.63,97.41,1005.85,72.02,460.29,0.19
756.19,21.46,52.64,1009.23,86.58,445.5,0.13
635.39,21.06,59.11,1011.92,75.52,455.22,0.3
741.34,28.86,93.26,1011.37,58.76,439.33,0.78
620.24,26.6,89.67,1012.35,54.42,451.4,0.02
453.69,13.67,81.42,1023.6,85.35,467.71,0.2
485.41,18.1,96.17,1015.47,82.47,454.04,0.5
672.05,22.59,59.72,1005.11,92.62,436.69,0.16
716.90,29.78,90.97,1007.82,77.59,436.32,0.74
603.98,22.25,74.94,1016.79,69.02,451.64,0.51
749.02,30.38,96.52,1007.44,74.77,432.84,0.35
409.56,17.18,51.27,1000.47,72.03,461.73,0.58
451.27,16.58,94.5,1021.5,83.38,458.87,0.06
413.29,11.72,69.01,1023.35,88.55,465.88,0.34
644.99,23.25,70.62,1017.82,59.64,445.12,0.17
418.75,10.23,98.21,1020.45,84.95,480.87,0.08
490.86,25.33,73.91,1002.54,68.45,442.48,0.78
404.71,5.48,95.27,1019.63,65.62,495.76,0.47
497.02,23.74,97.2,1012.78,42.5,447.67,0.2
671.55,27.22,94.03,1013.45,42.41,437.24,0.7
590.45,18.83,97.47,1016.85,87.16,449.63,0.49
685.79,33.83,87.2,1005.94,29.86,428.12,0.04
589.94,24.77,53.25,1013.78,80.57,446.27,0.48
750.73,28.55,66.72,1011.77,73.34,426.48,0.41
528.84,25.61,88.56,1014.1,62.9,451.42,0.7
381.07,10.38,66.98,1021.5,75.02,475.02,0.02
701.75,27.35,99.97,1008.51,65.81,432.31,0.74
388.24,4.49,58.65,1015.47,76.96,485.78,0.4
592.97,22.49,99.51,1009.75,76.43,443.33,0.47
405.01,12.04,72.18,1014.42,89.65,474.28,0.2
698.31,27.39,80.21,1008.82,78.35,435.22,0.72
508.23,21.73,80.51,1008.51,84.62,442.1,0.13
404.20,7.64,55.79,1031.58,71.19,479.43,0.24
717.71,33.38,70.94,1008.1,64.83,430.98,0.48
404.51,8.96,53.03,1015.91,89.4,467.24,0.34
710.23,22.31,70.54,1009.22,89.53,437.83,0.78
442.38,12.57,51.21,1023.2,56.85,466.68,0.72
261.39,14.57,96.93,1008.92,69.16,464.11,0.14
490.86,14.22,71.39,1006.26,88.05,459.69,0.23
382.29,15.14,78.47,1010.33,84.3,468.31,0.45
635.39,24.29,61.55,1013.04,65.85,442.18,0.22
399.15,14.24,76.38,1018.22,77.19,468.51,0.59
450.76,14.85,72.37,1020.67,75.76,460.06,0.07
397.64,7.89,54.86,1016.28,84.66,483.82,0.78
409.66,14.04,89.03,1018.4,65.79,472.98,0.68
689.22,30.18,58.69,1009.31,64.06,427.38,0.35
466.42,14.07,69.71,1017.77,87.83,465.05,0.22
454.60,18.23,52.37,1012.24,73.86,454.06,0.41
616.30,22.99,77.94,1009.88,81.56,440.85,0.8
391.17,16.3,53.18,1001.79,73.45,465.7,0.45
733.06,27.37,75.32,1008.16,79.94,428.05,0.68
598.63,24.82,57.38,1012.76,72.34,444.81,0.35
498.84,19.41,52.52,1020.84,81.89,449.24,0.5
543.58,16.63,87.9,1015.18,66.09,458.29,0.58
364.41,6.67,65.2,1022.31,83.51,486.52,0.34
547.42,22.69,87.82,1012.92,65.55,444.26,0.28
679.23,24.43,93.88,1017.99,74.27,436.5,0.19
407.54,12.85,50.7,1011.29,81.27,472.69,0.73
671.45,23.15,67.07,1003.71,76,435.62,0.67
787.30,27.35,68.6,1017.43,73.36,437.61,0.29
455.31,13.8,66.05,1023.99,79.72,466.71,0.56
384.41,7.71,71.47,1021,83.47,482.78,0.61
730.13,33.82,70.64,1008.67,46.95,432.13,0.43
483.08,18.61,81.54,1006.43,78.89,454.21,0.44
469.45,17.8,74.74,1007.27,81.31,452.66,0.33
533.68,27.1,63.1,1006.28,53.85,439.08,0.57
417.64,15.36,70.39,1002.4,91.67,465.01,0.53
378.65,8.42,70.52,1009.22,82.15,478.87,0.63
645.49,20.25,93.18,1009.27,97.97,448.37,0.59
403.60,11.6,89.13,1011.65,80.79,473.22,0.68
718.51,13.95,62.26,1019.76,75.51,461.18,0.15
517.02,21.99,80.31,1009.19,82.58,446.93,0.53
616.30,28.1,66.89,1011.28,59.05,437.5,0.49
394.30,10.94,56.94,1021.81,86.02,479.2,0.08
498.84,20.04,67.4,1020.62,78.84,449.63,0.18
441.37,17.57,73.88,1015.53,67.22,463.64,0.49
402.18,14.43,54.14,1012.56,78.52,470.17,0.67
548.43,16.37,76.18,1017.94,63.63,459.97,0.58
406.02,13.82,66.05,1013.19,90.11,466.99,0.75
378.75,10.37,79.38,1013.19,79.25,473.1,0.61
724.88,28.02,59.51,1006.5,72.41,428.58,0.15
484.09,29.98,81.52,1002.46,42.73,438.79,0.69
423.49,16.55,83.63,1022.71,42.73,466.77,0.61
514.09,19.27,57.21,1011.72,83.14,455.09,0.54
726.59,29.25,64.12,1007.18,63.62,427.49,0.59
506.62,19.12,61.69,1011.52,99.71,451.49,0.74
714.27,22.07,84.17,1010.52,82.96,442.88,0.65
705.89,26,65.11,1015.12,73.06,433.5,0.75
683.67,25.51,94.85,1004.53,80.03,433.02,0.6
436.52,13.83,57.89,1010.62,70.8,464.39,0.25
637.61,21.08,88.74,1013.53,98,443.51,0.75
395.52,16.74,99.94,1005.68,71.17,460.47,0.72
547.42,21.04,87.6,1012.26,85.61,443.41,0.51
742.35,28.97,70.3,1010.47,48.24,435.22,0.67
514.09,17.45,99.99,1012.16,83.8,458.67,0.52
583.38,20.82,65.53,1019.15,72.46,454.62,0.55
415.82,7.64,71.64,1020.01,75.14,488.53,0.2
727.00,24.85,79.02,1005.97,95.09,433.64,0.11
411.17,12.69,83.94,1021.62,80.19,477.14,0.08
675.29,18.32,70.02,1012.02,70,454.46,0.78
805.37,26.13,52.05,1005.61,90.27,431.29,0.61
598.63,18.99,58.22,1012.15,89.39,453.4,0.18
710.23,28.31,77.26,1007.88,47,432.5,0.74
710.64,31.7,65.95,1006.26,58.18,438.38,0.62
361.18,10.18,59.75,1019.71,66.7,473.31,0.72
631.45,22.49,60.46,1016.57,63.69,451.87,0.62
452.99,16.98,78.6,1015.48,51.77,464.27,0.3
426.02,14.1,87.76,1015.05,78.25,463.3,0.79
415.82,12.27,68.72,1019.41,58.1,475.13,0.65
689.83,31.19,90.8,1014.86,39.1,430.48,0.38
436.52,13.32,55.57,1009.45,75.3,466.83,0.2
616.30,24.26,92.08,1009.78,76.68,442.86,0.07
739.12,27.33,93.4,1012.26,82.18,429.38,0.43
749.62,30.97,67.73,1007.93,49.74,431.58,0.56
613.78,21.71,98.4,1017.95,85.07,444.59,0.36
609.74,22.26,97.42,1008.14,92.37,441.33,0.47
780.12,27.75,79.05,1007.48,78.37,433.57,0.25
484.09,25.18,84.57,1002.92,60.33,441.29,0.57
689.22,30.71,88.63,1006.15,34.15,429.41,0.01
717.71,26.42,67,1008.12,87.32,435.6,0.32
454.60,10.4,61.48,1018.58,93.48,470.79,0.06
447.83,12.21,80.69,1017.98,86.17,475.06,0.38
410.97,12.68,84.68,1014.46,79.77,475.37,0.24
635.90,25.18,96.55,1020.04,59.08,444.37,0.62
403.60,8.9,94.84,1026.31,95.46,474.49,0.43
725.69,30.93,69.09,1008.63,58.47,427.82,0.03
779.42,30.35,57.7,1009.55,63.62,432.75,0.66
652.76,23.49,88.02,1020.75,65.16,450.28,0.34
572.17,19.77,92.84,1020.67,66.33,457.09,0.63
519.44,23.18,78.65,1011.56,81.83,449.94,0.58
788.31,32.11,78.37,1010.36,58.78,431.31,0.42
473.99,23.96,96.88,1013.98,47.22,450.86,0.21
401.17,20.32,66.57,1002,51.71,458.8,0.47
684.68,29.08,88.04,1010.91,55.96,442.78,0.48
746.19,32.63,56.02,1005.64,52.56,435.75,0.33
426.02,18.32,75.08,1002.27,95.99,458.46,0.07
434.20,14.17,59.04,1007.38,78.88,470.68,0.76
498.84,16.49,84.76,1018.1,93.13,461.54,0.2
420.87,19.23,64.69,1012.53,48.86,465.66,0.1
519.44,26.24,62.09,1011.32,59.52,447.91,0.56
413.29,10.92,58.27,1021.84,83.03,467.05,0.37
